name,slug,threadcount,palette,colors_hex,symmetric,thread_total,verification,confirmed_by
MacLeod of Gesto,macleod-of-gesto,B/18 K2 B2 K2 B2 K14 G16 Y4 G16 K14 B16 K2 R/4,R#DC0000 K#101010 B#2C4084 G#005020 Y#E8C000,#2C4084|#101010|#005020|#E8C000|#DC0000,yes,202,B_one_independent_archive,weddslist
MacLeod of Gesto #2,macleod-of-gesto-2,K/6 WW4 R12 K8 Y4 WW4 Y4 K4 G64 WW4 K4 R12 Y4 T6 WW8 T6 Y4 K4 WW4 A16 K8 WW4 R/176,K#101010 R#C80000 G#006818 A#5C8CA8 T#604000 Y#E8C000 WW#FCFCFC,#101010|#FCFCFC|#C80000|#E8C000|#006818|#604000|#5C8CA8,yes,558,C_dual_register_scrape,
MacLeod of Lewis (Vestiarium Scoticum),macleod-of-lewis-vestiarium-scoticum,K/32 Y4 K32 Y48 R/4,K#101010 R#C80000 Y#D8B000,#101010|#D8B000|#C80000,yes,204,A_two_plus_independent_archives,weddslist; tartans-authority
MacLeod of Raasay (Highland Society of London),macleod-of-raasay-highland-society-of-london,K/4 R38 K26 R4 K/26,K#101010 R#C80000,#101010|#C80000,yes,166,B_one_independent_archive,tartans-authority
MacLeod of Skye (Johnston),macleod-of-skye-johnston,BL/36 K4 BL4 K4 BL4 K28 G32 K4 Y8 K4 G32 K28 BL32 R/8,K#101010 G#006818 Y#E8C000 R#C80000 BL#1474B4,#1474B4|#101010|#006818|#E8C000|#C80000,yes,412,B_one_independent_archive,tartans-authority
MacLeod of Tullibardine,macleod-of-tullibardine,B/16 R4 B4 R8 B40 R8 B4 R4 K4 R4 B4 R48 B24 R16 G16 R48 G40 R24 B16 R8 K/8,K#101010 G#006818 B#2C2C80 R#C80000,#2C2C80|#C80000|#101010|#006818,yes,672,C_dual_register_scrape,
MacLeods Highlanders,macleods-highlanders,B/24 R4 W4 R4 W4 K24 G22 K4 W4 K4 G22 K24 B22 K4 R/4,K#101010 B#2C2C80 R#C80000 W#E0E0E0 G#006818,#2C2C80|#C80000|#E0E0E0|#101010|#006818,yes,320,B_one_independent_archive,tartans-authority
MacLintock,maclintock,G/76 R6 G6 R6 RB18 R6 A4 R80 RB6 R6 RB4 R/12,A#5C8CA8 G#006818 RB#1C0070 R#C80000,#006818|#C80000|#1C0070|#5C8CA8,yes,372,C_dual_register_scrape,
MacLintock #2,maclintock-2,K/4 BL52 DN12 BL4 WW20 BL4 DN/6,K#101010 DN#5C5C5C WW#FCFCFC BL#1474B4,#101010|#1474B4|#5C5C5C|#FCFCFC,yes,194,C_dual_register_scrape,
MacLoughlin of Ardmarnoch (Personal),macloughlin-of-ardmarnoch-personal,HG/4 K4 HG12 K24 R4 K24 HG4 K4 HG4 K4 HG/10,HG#285800 K#101010 R#C80000,#285800|#101010|#C80000,yes,182,B_one_independent_archive,tartans-authority
MacLulich,maclulich,B/66 R16 K24 DY4 K8 W8 K8 G24 B16 K8 B8 W/4,K#101010 B#2C2C80 DY#E8C000 G#006818 R#C80000 W#E0E0E0,#2C2C80|#C80000|#101010|#E8C000|#E0E0E0|#006818,yes,318,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
MacManus (Estimated threadcount),macmanus-estimated-threadcount,WW/12 LY8 G32 K8 LY12 K8 B60 K4 LY/8,WW#FCFCFC G#006818 B#2C2C80 K#101010 LY#C4BC68,#FCFCFC|#C4BC68|#006818|#101010|#2C2C80,yes,284,B_one_independent_archive,tartans-authority
MacMaster (Canada),macmaster-canada,RB16 HG16 K4 DR8 K4 DR8 K4 HG16 RB16 DR24 HG4 DR4 HG4 DR4 HG12 MY4 DR2 MY4 HG12 DR4 HG4 DR4 HG4 DR24 HG24 SB4 HG24 DR24,K#101010 DR#880000 HG#285800 MY#D09800 RB#1C0070 SB#A8ACE8,#1C0070|#285800|#101010|#880000|#D09800|#A8ACE8,no,282,B_one_independent_archive,tartans-authority
MacMaster (USA) #1,macmaster-usa-1,SB/4 K4 DR56 G4 DR4 G24 LN/8,K#101010 DR#880000 G#006818 LN#C0C0C0 SB#A8ACE8,#A8ACE8|#101010|#880000|#006818|#C0C0C0,yes,196,C_dual_register_scrape,
MacMaster (USA) #2,macmaster-usa-2,HG/68 K2 R8 W2 R8 K2 HG8 K2 Y4 K2 HG14 K2 R6 K2 HG6 K2 R6 K2 HG6 W2 B10 W2 Y8 W/4,K#101010 B#2C2C80 HG#285800 R#C80000 W#E0E0E0 Y#E8C000,#285800|#101010|#C80000|#E0E0E0|#E8C000|#2C2C80,yes,284,C_dual_register_scrape,
MacMedic,macmedic,S40 W40,S#C80028 W#E0E0E0,#C80028|#E0E0E0,no,80,B_one_independent_archive,weddslist
MacMichael,macmichael,G/4 RB4 G32 LN4 K8 RB64 K8 LN4 DR32 RB4 DR/4,K#101010 DR#880000 G#006818 LN#C0C0C0 RB#1C0070,#006818|#1C0070|#C0C0C0|#101010|#880000,yes,328,B_one_independent_archive,tartans-authority
MacMillan,macmillan,K/4 LN32 TK6 LN32 K12 TK6 K24 LDR4 K/12,K#101010 TK#8C7038 LN#C0C0C0 LDR#980044,#101010|#C0C0C0|#8C7038|#980044,yes,248,C_dual_register_scrape,
MacMillan (1946),macmillan-1946,G44 K4 G10 K4 Y20 K6 Y20 K4 G10 K4 G44 R16 K4 R16 K4 R16,R#C80000 Y#E8C000 K#101010 G#006818,#006818|#101010|#E8C000|#C80000,no,226,C_dual_register_scrape,
MacMillan Ancient,macmillan-ancient,G4 K2 G36 K2 G4 K2 C24 G8 Y12 K2 Y12 K2,G#005020 K#101010 C#960028 Y#E8C000,#005020|#101010|#960028|#E8C000,no,110,B_one_independent_archive,weddslist
MacMillan Dress,macmillan-dress,M/4 Y16 M4 Y16 M6 Y4 M24 Y4 M/6,Y#E8C000 M#901C38,#901C38|#E8C000,yes,158,C_dual_register_scrape,
MacMillan Hunting,macmillan-hunting,B/20 Y6 B60 Y10 K16 G32 LR8 G32 LR/4,B#2C4084 Y#E8C000 K#101010 G#005020 LR#C82828,#2C4084|#E8C000|#101010|#005020|#C82828,yes,352,A_two_plus_independent_archives,weddslist; house-of-tartan
MacMillan Hunting #2,macmillan-hunting-2,B12 Y4 B48 K16 Y8 K16 HG32 R8 HG32 R4 HG32 R8 HG32 K16 Y8 K16 B48 Y4,K#101010 B#2C2C80 HG#285800 R#C80000 Y#E8C000,#2C2C80|#E8C000|#101010|#285800|#C80000,no,344,C_dual_register_scrape,
MacMillan Society of Glasgow,macmillan-society-of-glasgow,K/8 YT40 K6 G16 K6 G88 R32 K6 R/32,K#101010 R#C80000 YT#D8B000 G#006818,#101010|#D8B000|#006818|#C80000,yes,428,A_two_plus_independent_archives,weddslist; tartans-authority
MacMillan Varient (Unidentified),macmillan-varient-unidentified,G/6 K62 R34 G12 Y36 K/6,G#005020 K#101010 R#DC0000 Y#E8C000,#005020|#101010|#DC0000|#E8C000,yes,300,C_dual_register_scrape,
MacNab,macnab,A/4 MB22 R6 G/30,A#3C82AF MB#141E46 R#DC0000 G#005020,#3C82AF|#141E46|#DC0000|#005020,yes,90,C_dual_register_scrape,
MacNab #2,macnab-2,G/4 C4 G28 C16 R28 C/4,C#A00048 HG#285800 R#C80000 LG#289C18 G#006818,#006818|#A00048|#C80000|#285800|#289C18,yes,160,C_dual_register_scrape,
MacNab #3,macnab-3,K/2 R24 C4 G8 C4 R4 G/12,K#101010 R#DC0000 C#960028 G#005020,#101010|#DC0000|#960028|#005020,yes,102,C_dual_register_scrape,
MacNab #4,macnab-4,R/170 G12 R6 G6 LR/172,R#DC0000 G#005020 LR#C82828,#DC0000|#005020|#C82828,yes,390,C_dual_register_scrape,
MacNab (Crimson),macnab-crimson,G/56 R14 M14 G28 M14 R96 K/8,G#005020 R#DC0000 M#781C38 K#101010,#005020|#DC0000|#781C38|#101010,yes,396,C_dual_register_scrape,
MacNab (Logan),macnab-logan,G/32 C4 G4 C4 G4 C24 R32 C4 R32 C24 G28 C4 G/4,C#A00048 R#C80000 G#006818,#006818|#A00048|#C80000,yes,364,C_dual_register_scrape,
MacNab (Macgregor - Hastie),macnab-macgregor-hastie,MP/6 R38 MP36 G38 MP6 G/6,MP#500050 R#DC0000 G#005020,#500050|#DC0000|#005020,yes,248,C_dual_register_scrape,
MacNab (Smith),macnab-smith,C/96 G4 LB4 G8 R/96,C#A00048 R#C80000 G#006818 LB#2888C4,#A00048|#006818|#2888C4|#C80000,yes,224,C_dual_register_scrape,
"MacNab, Ancient",macnab-ancient,G/124 R8 K8 R14 G/124,G#005020 R#DC0000 K#101010,#005020|#DC0000|#101010,yes,308,C_dual_register_scrape,
MacNamara,macnamara,W/6 K4 BL54 R34 K22 BL34 DY/8,BL#506878 DY#E8C000 R#C80000 K#101010 W#E0E0E0,#E0E0E0|#101010|#506878|#C80000|#E8C000,yes,310,B_one_independent_archive,tartans-authority
MacNathair Sgianach (Personal),macnathair-sgianach-personal,RB4 R4 K48 G4,K#101010 G#006818 RB#1C0070 R#C80000,#1C0070|#C80000|#101010|#006818,no,60,B_one_independent_archive,tartans-authority
MacNaughton,macnaughton,A/4 K4 R54 A24 K24 G54 R54 K4 A/4,A#3C82AF K#101010 R#DC0000 G#005020,#3C82AF|#101010|#DC0000|#005020,yes,444,C_dual_register_scrape,
MacNaughton (Logan),macnaughton-logan,DB/10 R34 DB20 K20 DG32 R34 DB/10,DB#080848 R#DC0000 K#101010 DG#002814,#080848|#DC0000|#101010|#002814,yes,300,B_one_independent_archive,house-of-tartan
MacNaughton (Logan) #2,macnaughton-logan-2,K/4 B4 SL52 B26 K26 HG50 SL52 B4 K/4,K#101010 B#2C2C80 HG#285800 R#C80000 SL#FC3000,#101010|#2C2C80|#FC3000|#285800|#C80000,yes,436,C_dual_register_scrape,
MacNaughton Dress,macnaughton-dress,R/4 B4 W52 HG50 K28 B26 W52 B4 R/4,K#101010 B#343498 HG#397D02 R#C80000 W#E0E0E0,#C80000|#343498|#E0E0E0|#397D02|#101010,yes,440,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
MacNeil Dress,macneil-dress,BL/36 K26 G36 Y8 G36 K26 W8 BL8 W36 BL8 W8 BL8 W36 BL8 W8 K26 BL36 W/8,K#101010 B#2C2C80 W#E0E0E0 Y#E8C000 G#006818 BL#1474B4,#1474B4|#101010|#006818|#E8C000|#E0E0E0|#2C2C80,yes,688,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
MacNeil of Barra,macneil-of-barra,W/12 B56 K48 G48 K8 Y/12,K#101010 G#285800 W#E0E0E0 Y#E8C000 B#1474B4,#E0E0E0|#1474B4|#101010|#285800|#E8C000,yes,344,B_one_independent_archive,tartans-authority
MacNeil of Colonsay,macneil-of-colonsay,B/8 G12 W2 G12 K12 B12 K/4,K#101010 G#285800 B#2C2C80 W#FCFCFC,#2C2C80|#285800|#FCFCFC|#101010,yes,112,C_dual_register_scrape,
MacNeil of Colonsay (Highland Society of London),macneil-of-colonsay-highland-society-of-london,HG/16 K5 HG4 K8 HG44 K40 HG4 B52 R10 B4 R4 B10 W/6,K#101010 B#2C2C80 HG#285800 R#C80000 W#E0E0E0,#285800|#101010|#2C2C80|#C80000|#E0E0E0,yes,392,B_one_independent_archive,weddslist
"MacNeill, Royce (Personal)",macneill-royce-personal,K/20 DB24 K24 Y4 R2 W6 WG42 K/80,Y#E8C000 DB#304048 K#101010 WG#2C5C44 R#C80000 W#E0E0E0,#101010|#304048|#E8C000|#C80000|#E0E0E0|#2C5C44,yes,304,B_one_independent_archive,tartans-authority
MacNeish,macneish,LG/4 R12 LG48 R4 LG8 R4 K20 LG8 R48 K6 R6 LG/12,K#101010 G#006818 R#C80000 LG#289C18,#289C18|#C80000|#101010|#006818,yes,344,B_one_independent_archive,tartans-authority
MacNeish Hunting,macneish-hunting,G/4 DR12 G48 DR4 G8 K20 G8 N48 K6 G6 DR/12,K#101010 DR#880000 G#006818 N#888888,#006818|#880000|#101010|#888888,yes,336,C_dual_register_scrape,
MacNett,macnett,K/2 B2 HG32 B16 K24 R32 HG32 B2 K/2,K#101010 B#2C2C80 HG#347400 R#C80000,#101010|#2C2C80|#347400|#C80000,yes,284,B_one_independent_archive,tartans-authority
MacNicol / Nicolson (Inverness Tweed Mill Co Ltd),macnicol-nicolson-inverness-tweed-mill-co-ltd,R/32 G8 R32 K32 RB4 K12 R8 G60 R32 K8 R/24,K#101010 DR#880000 G#006818 RB#1C0070 R#C80000,#C80000|#006818|#101010|#1C0070|#880000,yes,448,C_dual_register_scrape,
MacNicol / Nicolson (W & A Smith),macnicol-nicolson-w-and-a-smith,G/4 R16 G24 R4 K8 B2 K16 R16 G4 R16 K/4,G#005020 R#DC0000 K#101010 B#2C4084,#005020|#DC0000|#101010|#2C4084,yes,220,C_dual_register_scrape,
MacNicol Hunting,macnicol-hunting,BL/40 K4 WG4 K4 WG4 K4 BL40 R10 K38 R10 WG38 K4 Y4 K4 W4 K4 WG/40,R#C80000 WG#408060 Y#E8C000 BL#1474B4 W#E0E0E0 K#101010,#1474B4|#101010|#408060|#C80000|#E8C000|#E0E0E0,yes,432,C_dual_register_scrape,
MacOrrell,macorrell,G28 W3 G3 W3 G8 Y6 G8 W3 G3 W3 G28 B36 Y4 B10 Y4 B36,B#2C2C80 Y#E8C000 W#E0E0E0 G#007418,#007418|#E0E0E0|#E8C000|#2C2C80,no,186,C_dual_register_scrape,
MacPerl Dress (Personal),macperl-dress-personal,NB2 B10 NB36 DDG16 W2 NB36 B10 DY6 NB2 W6 NB2 DY6 B10 NB36 DDG16 W2 NB36 B10 NB2 W2 NB2 B6 W2 DY6 W2 B6 NB2 W2,W#E0E0E0 NB#000040 B#2C4084 DY#DFAF00 DDG#001C00,#000040|#2C4084|#001C00|#E0E0E0|#DFAF00,no,276,C_dual_register_scrape,
MacPhail,macphail,K/8 AA4 G52 R12 K28 R/100,AA#789484 K#101010 R#C80000 G#006818,#101010|#789484|#006818|#C80000,yes,300,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
MacPhail (Blue Bands),macphail-blue-bands,K/8 A2 G48 R12 BL16 R/80,K#101010 G#006818 BL#1474B4 R#C80000 A#5C8CA8,#101010|#5C8CA8|#006818|#C80000|#1474B4,yes,244,B_one_independent_archive,tartans-authority
MacPhail Hunting,macphail-hunting,R/4 B46 K28 G32 K4 W/4,R#DC0000 B#2C4084 K#101010 G#005020 W#E0E0E0,#DC0000|#2C4084|#101010|#005020|#E0E0E0,yes,228,A_two_plus_independent_archives,weddslist; house-of-tartan
MacPhail Hunting #2,macphail-hunting-2,R/8 B48 K24 G28 K8 LN/6,G#006818 B#2C2C80 K#101010 LN#C0C0C0 R#C80000,#C80000|#2C2C80|#101010|#006818|#C0C0C0,yes,230,C_dual_register_scrape,
MacPhedran / MacFadzean,macphedran-macfadzean,HG/6 B24 LN2 K24 HG26 R4 HG/4,K#101010 B#2C2C80 HG#285800 LN#C0C0C0 R#C80000,#285800|#2C2C80|#C0C0C0|#101010|#C80000,yes,170,B_one_independent_archive,tartans-authority
MacPhee (Black and White),macphee-black-and-white,K/44 CW6 K6 CW/44,K#101010 CW#FCFCFC,#101010|#FCFCFC,yes,112,A_two_plus_independent_archives,weddslist; house-of-tartan
MacPhee MacFee or MacIver,macphee-macfee-or-maciver,K/44 W6 K6 W22 K/2,K#101010 W#E0E0E0,#101010|#E0E0E0,yes,114,C_dual_register_scrape,
MacPherson,macpherson,B/6 R6 K48 R6 B6 R6 W48 R6 B/6,B#2C4084 R#DC0000 K#101010 W#E0E0E0,#2C4084|#DC0000|#101010|#E0E0E0,yes,264,C_dual_register_scrape,
MacPherson #10,macpherson-10,R/4 W56 K24 W4 K12 Y/4,R#DC0000 W#E0E0E0 K#101010 Y#E8C000,#DC0000|#E0E0E0|#101010|#E8C000,yes,200,C_dual_register_scrape,
MacPherson #2,macpherson-2,B/2 Y6 R6 K4 B16 Y6 R4 K2 R4 Y6 G16 W2 K2 R24 W/2,B#2C4084 Y#E8C000 R#DC0000 K#101010 G#005020 W#E0E0E0,#2C4084|#E8C000|#DC0000|#101010|#005020|#E0E0E0,yes,200,C_dual_register_scrape,
MacPherson #3,macpherson-3,B/6 Y10 R8 K8 B28 W6 Y8 R8 K4 R8 Y8 W6 G34 W6 K6 R44 W/6,B#2C4084 Y#E8C000 R#DC0000 K#101010 W#E0E0E0 G#005020,#2C4084|#E8C000|#DC0000|#101010|#E0E0E0|#005020,yes,396,C_dual_register_scrape,
MacPherson #4,macpherson-4,R/2 A2 K22 A2 R2 A2 W22 A2 R/2,R#DC0000 A#3C82AF K#101010 W#E0E0E0,#DC0000|#3C82AF|#101010|#E0E0E0,yes,112,C_dual_register_scrape,
MacPherson #5,macpherson-5,R/36 A10 R36 G48 Y6 K38 A20 K6 A6 K6 A20 R36 W8 K10 R/10,A#5C8CA8 K#101010 G#006818 R#C80000 W#E0E0E0 Y#E8C000,#C80000|#5C8CA8|#006818|#E8C000|#101010|#E0E0E0,yes,546,C_dual_register_scrape,
MacPherson #6,macpherson-6,R/12 B2 R12 G16 Y2 K12 B8 K2 B4 K2 B8 R8 W2 K2 R/2,R#DC0000 B#2C4084 G#005020 Y#E8C000 K#101010 W#E0E0E0,#DC0000|#2C4084|#005020|#E8C000|#101010|#E0E0E0,yes,174,C_dual_register_scrape,
MacPherson #7,macpherson-7,R/12 B4 R12 G20 Y2 K20 B12 K2 B4 K2 B12 R12 W4 K4 R/4,R#DC0000 B#2C4084 G#005020 Y#E8C000 K#101010 W#E0E0E0,#DC0000|#2C4084|#005020|#E8C000|#101010|#E0E0E0,yes,236,C_dual_register_scrape,
MacPherson #8,macpherson-8,R/28 G6 R28 G26 Y4 K28 B12 K4 B4 K4 B12 R18 W4 K4 R/4,R#DC0000 G#005020 Y#E8C000 K#101010 B#2C4084 W#E0E0E0,#DC0000|#005020|#E8C000|#101010|#2C4084|#E0E0E0,yes,340,C_dual_register_scrape,
MacPherson #9,macpherson-9,C/8 T8 DW8 C28 DW20 T4 DT4 T4 DW20 T52 DW6 G56 C26 DW8 C/26,C#960028 T#503C14 DW#B0B0B0 DT#2A2303 G#005020,#960028|#503C14|#B0B0B0|#2A2303|#005020,yes,522,C_dual_register_scrape,
MacPherson (Crubin Plaid),macpherson-crubin-plaid,AA/3 R4 YT9 R9 K9 AA36 YT9 R4 K1 R4 YT9 DG36 CW1 K2 R/160,AA#789484 K#101010 CW#FCFCFC DG#003820 R#C80000 YT#D8B000,#789484|#C80000|#D8B000|#101010|#003820|#FCFCFC,yes,429,B_one_independent_archive,tartans-authority
MacPherson Dress (1842),macpherson-dress-1842,W/6 R2 W60 K40 W6 K18 YT/2,W#E0E0E0 Y#E8C000 K#101010 CW#FCFCFC R#C80000 YT#D8B000,#E0E0E0|#C80000|#101010|#D8B000|#E8C000|#FCFCFC,yes,260,B_one_independent_archive,weddslist
MacPherson Dress (1951),macpherson-dress-1951,W/6 P6 W60 K40 W6 K18 Y/6,P#8C008C W#E0E0E0 Y#E8C000 K#101010,#E0E0E0|#8C008C|#101010|#E8C000,yes,272,B_one_independent_archive,tartans-authority
MacPherson Dress Blue (Dance),macpherson-dress-blue-dance,W/10 K6 W52 B42 W6 B16 Y/6,B#2C2C80 W#E0E0E0 Y#E8C000 K#101010,#E0E0E0|#101010|#2C2C80|#E8C000,yes,260,B_one_independent_archive,tartans-authority
MacPherson Dress Blue (Dance) #2,macpherson-dress-blue-dance-2,W/10 DWR6 W52 WG42 W6 WG16 Y/6,W#E0E0E0 Y#E8C000 K#101010 DWR#800028 WG#408060,#E0E0E0|#800028|#408060|#E8C000|#101010,yes,260,C_dual_register_scrape,
MacPherson Dress Burgundy (Dance),macpherson-dress-burgundy-dance,W/8 K4 W50 DR42 W6 DR16 Y/6,K#101010 DR#880000 W#E0E0E0 Y#E8C000,#E0E0E0|#101010|#880000|#E8C000,yes,250,B_one_independent_archive,tartans-authority
MacPherson Dress Green (Dance),macpherson-dress-green-dance,W/10 R6 W52 G40 W6 G16 Y/6,G#006818 R#C80000 W#E0E0E0 Y#E8C000,#E0E0E0|#C80000|#006818|#E8C000,yes,256,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
MacPherson Dress Purple,macpherson-dress-purple,W/10 K6 W62 P52 W8 P20 A/8,A#5C8CA8 K#101010 P#780078 W#E0E0E0,#E0E0E0|#101010|#780078|#5C8CA8,yes,314,B_one_independent_archive,tartans-authority
MacPherson Dress Red,macpherson-dress-red,W/8 DR4 W50 R42 W6 R16 Y/6,W#E0E0E0 DR#960000 R#DC0000 Y#E8C000,#E0E0E0|#960000|#DC0000|#E8C000,yes,250,B_one_independent_archive,weddslist
MacPherson Dress Red (Dance),macpherson-dress-red-dance,W/10 P6 W52 R40 W6 R16 Y/6,P#780078 R#C80000 W#E0E0E0 Y#E8C000,#E0E0E0|#780078|#C80000|#E8C000,yes,256,B_one_independent_archive,tartans-authority
MacPherson Gathering 1996,macpherson-gathering-1996,AB/12 R8 AG64 R8 AB12 R8 N64 R8 AB/12,AB#1870A4 AG#00643C N#888888 R#C80000,#1870A4|#C80000|#00643C|#888888,yes,368,B_one_independent_archive,tartans-authority
MacPherson Hunting,macpherson-hunting,BL/4 R4 N32 R4 BL4 R4 K32 R4 BL/44,N#888888 K#101010 R#C80000 BL#1860A8,#1860A8|#C80000|#888888|#101010,yes,216,C_dual_register_scrape,
MacPherson Red Cluny,macpherson-red-cluny,R/12 K6 R58 K46 W8 K14 Y/6,R#DC0000 K#101010 W#E0E0E0 Y#E8C000,#DC0000|#101010|#E0E0E0|#E8C000,yes,282,B_one_independent_archive,weddslist
MacPherson of Cluny,macpherson-of-cluny,G/2 R7 Y2 VDB2 R70 VDB36 R5 G42 R2 VDB2 R/5,R#C80000 VDB#1C0030 G#006818 Y#E8C000,#006818|#C80000|#E8C000|#1C0030,yes,343,A_two_plus_independent_archives,weddslist; tartans-authority
MacPherson of Cluny (Black and White),macpherson-of-cluny-black-and-white,WW/4 K22 WW8 K56 WW70 R6 WW/10,K#101010 WW#FCFCFC R#C80000,#FCFCFC|#101010|#C80000,yes,338,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
MacPherson of Pitmain,macpherson-of-pitmain,RB/4 DR4 W32 DR4 RB4 DR4 K32 DR4 RB/4,K#101010 DR#880000 RB#1C0070 W#E0E0E0,#1C0070|#880000|#E0E0E0|#101010,yes,176,A_two_plus_independent_archives,weddslist; tartans-authority
MacPherson-Grant,macpherson-grant,R/3 K4 R6 G45 R6 G6 R90 K6 R6 K6 R/90,G#006818 K#101010 R#C80000,#C80000|#101010|#006818,yes,443,B_one_independent_archive,tartans-authority
MacPhie / Macfie,macphie-macfie,WW/4 R48 G8 R4 G64 R4 G8 R48 Y/4,Y#E8C000 WW#FCFCFC R#C80000 G#006818,#FCFCFC|#C80000|#006818|#E8C000,yes,376,C_dual_register_scrape,
MacQuarrie,macquarrie,A/2 R2 B2 R12 G12 R2 G12 R2 B6 R12 A2 R/2,A#3C82AF R#DC0000 B#2C4084 G#005020,#3C82AF|#DC0000|#2C4084|#005020,yes,132,C_dual_register_scrape,
MacQuarrie #2,macquarrie-2,A/4 R8 B4 R102 G88 LR8 R20 LR8 G88 R20 B52 R100 A4 R/8,A#3C82AF R#DC0000 B#2C4084 G#005020 LR#C82828,#3C82AF|#DC0000|#2C4084|#005020|#C82828,yes,1016,C_dual_register_scrape,
MacQuarrie #3,macquarrie-3,G/4 R6 G4 R104 G4 R4 B56 R4 G84 R4 G4 R6 G/4,G#005020 R#DC0000 B#2C4084,#005020|#DC0000|#2C4084,yes,568,B_one_independent_archive,weddslist
MacQuarrie #4,macquarrie-4,G/2 R2 G2 R2 G28 R2 K20 R2 G2 R42 G2 R2 K/2,G#005020 R#DC0000 K#101010,#005020|#DC0000|#101010,yes,216,C_dual_register_scrape,
MacQuarrie #5,macquarrie-5,G/48 R16 G4 R4 G4 R/64,R#C80000 G#006818,#006818|#C80000,yes,168,C_dual_register_scrape,
MacQuarrie #6,macquarrie-6,R/4 A2 R32 B24 R8 G32 R/12,R#DC0000 A#3C82AF B#2C4084 G#005020,#DC0000|#3C82AF|#2C4084|#005020,yes,212,C_dual_register_scrape,
MacQuarrie #7,macquarrie-7,R/8 G10 R4 K12 R36 K4 R/8,R#DC0000 G#005020 K#101010,#DC0000|#005020|#101010,yes,148,C_dual_register_scrape,
MacQuarrie Ancient,macquarrie-ancient,B/2 R4 K2 R14 G16 R4 G16 R4 K8 R20 B2 R/4,B#2C4084 R#DC0000 K#101010 G#005020,#2C4084|#DC0000|#101010|#005020,yes,186,B_one_independent_archive,weddslist
MacQueen,macqueen,K/8 R24 K8 R24 K48 Y/4,K#101010 R#C80000 Y#E8C000,#101010|#C80000|#E8C000,yes,220,B_one_independent_archive,tartans-authority
MacQueen variant,macqueen-variant,B/4 R14 B4 R14 B44 Y/4,B#2C4084 R#DC0000 Y#E8C000,#2C4084|#DC0000|#E8C000,yes,160,B_one_independent_archive,weddslist
MacRae,macrae,G/24 K6 G24 K6 G24 R4 G6 K2 B6 W2 B6 K2 G6 R4 G24 K6 G/48,G#005020 K#101010 R#DC0000 B#2C4084 W#E0E0E0,#005020|#101010|#DC0000|#2C4084|#E0E0E0,yes,328,C_dual_register_scrape,
MacRae #2,macrae-2,R/8 K6 G12 W6 G6 K26 B26 K6 B26 K26 G12 R6 G14 K6 G/12,R#DC0000 K#101010 G#005020 W#E0E0E0 B#2C4084,#DC0000|#101010|#005020|#E0E0E0|#2C4084,yes,376,C_dual_register_scrape,
MacRae (MacCrae),macrae-maccrae,P/50 G12 P50 G52 P4 G4 P8 G4 P4 G52 P4 G4 P8 G4 P4 G52 W6 G14 P58 G12 P58 G14 W6 G52 P10 G14 P10 G52 P50 G12 P/50,P#5A008C G#005020 W#E0E0E0,#5A008C|#005020|#E0E0E0,yes,1368,B_one_independent_archive,weddslist
MacRae (Rae),macrae-rae,P/28 G6 P28 G28 P2 G2 P4 G2 P2 G28 P2 G2 P4 G2 P2 G28 P32 G6 P32 G28 P6 G6 P6 G28 P28 G6 P/28,P#5A008C G#005020,#5A008C|#005020,yes,696,B_one_independent_archive,weddslist
MacRae (Red),macrae-red,G/16 R4 G16 R16 B4 R4 B4 R4 B4 R16 B4 R4 B4 R4 B4 R16 WW4 R4 B16 R4 B16 R4 WW4 R16 G4 R4 G4 R16 G16 R4 G/16,G#006818 R#C80000 B#2C2C80 WW#FCFCFC,#006818|#C80000|#2C2C80|#FCFCFC,yes,480,A_two_plus_independent_archives,weddslist; house-of-tartan
MacRae (Sample),macrae-sample,G/21 R5 G21 R21 G5 R4 G5 R21 W4 R5 B21 R/4,G#005020 R#DC0000 W#E0E0E0 B#2C4084,#005020|#DC0000|#E0E0E0|#2C4084,yes,249,B_one_independent_archive,weddslist
MacRae Dress Purple,macrae-dress-purple,K/8 W64 MBP64 R/8,K#101010 R#DC0000 W#E0E0E0 MBP#3C0096,#101010|#E0E0E0|#3C0096|#DC0000,yes,272,C_dual_register_scrape,
MacRae Hunting,macrae-hunting,HG/48 K8 HG12 R8 HG12 K38 BN44 WW/10,K#101010 WW#FCFCFC R#C80000 BN#14283C HG#285800,#285800|#101010|#C80000|#14283C|#FCFCFC,yes,302,C_dual_register_scrape,
MacRae Hunting #2,macrae-hunting-2,W/6 K2 P30 K28 H8 C4 H8 K4 H/28,W#E0E0E0 K#101010 P#5A008C H#006428 C#960028,#E0E0E0|#101010|#5A008C|#006428|#960028,yes,202,C_dual_register_scrape,
