name,slug,threadcount,palette,symmetric,thread_total,sources_verifying,verified_by,colour_agreement,primary_source,dissenting_sources,origin_url,stwr_ref,sta_ref,designer,tartan_date,register_category,restrictions,seo_search_volume
Clark,clark,B/8 W8 B38 K38 W8 K38 W8 B14 W8 B22 W/8,B#2C4084 BLUE; K#101010 BLACK; W#E0E0E0 WHITE;,yes,380,2,Scottish Register of Tartans; House of Tartan,2/2,Scottish Register of Tartans,Weddslist; Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=665,633,633,,01/01/2002,Clan; Family,,
Clarks No.1,clarks-no-1,DB/10 A4 DB22 G4 DB4 G12 R34 Y18 DB2 R/2,R#A73E1D ANCIENT SCARLET; DB#32485C SLATE BLUE; Y#B07D0F GOLD; G#5E633E BAILIES GREEN; A#6D8399 AZURE;,yes,212,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10678,,,"Brown, Jonathan",17/08/2012,Fashion,Yes. Only to be woven by Strathmore Woollen Co Ltd in Wool Quality.,
Claus of the North Pole (Restricted),claus-of-the-north-pole-restricted,R/42 G6 R42 G32 Y6 WW4 Y/6,Y#F4A404 YELLOW; R#C80000 RED; G#006818 GREEN; WW#DCDCE0 WILSON WHITE;,yes,228,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5816,,,"Arnold, Santa Bruce",29/01/2009,Corporate,Yes. Only to be worn by members of the Clan Claus Society.Please contact the copyright holder Kona Donald J Gant to weave this tartan.This tartan may not be woven by anyone without a notarised letter from the Chairman of The Clan Claus Society.,
Cleghorn (Personal),cleghorn-personal,G/16 R6 G60 K16 WW6 K72 WW/16,G#007800 GREEN; R#8C0000 RED; K#000000 BLACK; WW#F0F0F0 WW;,yes,352,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=671,,4144,"Dalgliesh, D C",01/01/2002,Clan; Family,Yes. Prepared for weaving by D C Dalgliesh Ltd.,
Clemson University,clemson-university,B/44 K8 B8 K8 B8 K32 P32 O8 P32 K32 B32 K8 B/8,B#2C2C80 BLUE; O#D87C00 ORANGE; K#101010 BLACK; P#780078 PURPLE;,yes,468,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=675,,5879,"'Smith Jnr, Dr Philip D",01/01/2002,Corporate,,
"Clergy ""Two Spirit"" (Personal)",clergy-two-spirit-personal,A/2 B6 A2 B4 A2 K12 LVP2 K12 B12 A2 K/2,K#101010 BLACK; B#2C2C80 BLUE; A#5C8CA8 AZURE; LVP#C49CD8 LGT VIOLET;,yes,112,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5654,,7640,,,Name,,
Clerk,clerk,B/20 K4 G4 K4 R12 K/4,B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; R#DC0000 RED;,yes,72,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=685,326,,,,Clan; Family,,
"Climb, The",climb-the,LG/4 G18 DR32 R4 B60 LG6 G12 W/2,G#23321B BOTTLE GREEN; B#5F749C BALMORAL BLUE; LG#B7D38B SAGE GREEN; W#F9F5EF PEROXIDE WHITE; R#CA2625 BRIGHT SCARLET;,yes,270,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10807,,,"Thain, Mike",25/03/2013,Fashion,,
Clinton (Personal),clinton-personal,W/6 B54 K8 SB10 K16 XR36 B12 W/10,B#2C2C80 BLUE; XR#D40000 BASIC RED; W#E0E0E0 WHITE; K#101010 BLACK; SB#7878A8 SKY BLUE;,yes,288,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=688,,7076,"Urquhart/Hunter,",01/01/2006,Name,,
Clinton Wedding,clinton-wedding,W/6 NB6 R4 LY2 R4 NB52 K6 FSB10 K12 R40 NB12 W/10,K#101010 BLACK; LY#F4BC3C AM MUSTARD; NB#082C54 NAVY BLUE; R#E01C18 BRT SCARLET; W#E8E8E8 PEROX; AB#506894 AZURE; FSB#486488 FS BLUE;,yes,312,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10052,,,Clinton / Urquhart,26/07/2009,Commemorative,"Yes. Yes. The tartan is restricted until 04 September 2010, the date of the wedding. It will then be available for use by all of the name of Clinton.The design was developed for weaving by House of Tartan.",
Clyde,clyde,LN/10 NN6 LN44 DR6 NN12 DN34 DR4 DN8 DR4 DN/8,LN#8C8C8C LIGHT GREY; NN#646464 MEDIUM GREY; DR#8C0000 DARK RED; DN#5C5C5C DARK GREY;,yes,254,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=692,1296,1296,Pendleton Woolen Mills,01/01/1983,Fashion,,
Clyde Valley HOG,clyde-valley-hog,Y/3 K6 O40 N20 LN6 K6 LN6 K/54,Y#E8C000 YELLOW; K#101010 BLACK; O#D87C00 ORANGE; N#888888 GRAY; LN#A0A0A0 LIGHT GRAY;,yes,225,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=693,,7103,Bathgate Kilt Studio,01/02/2007,Corporate,,
CoVASS,covass,K/180 P2 K4 CLR4 W2 K2 CLR8 K4 G2 K4 B/4,K#101010 BLACK; P#780078 PURPLE; G#006818 GREEN; B#2C2C80 BLUE; CLR#E87878 CORAL; W#E0E0E0 WHITE;,yes,248,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5720,,7737,,,Corporate,,
Coats (New Zealand),coats-new-zealand,LB/10 B34 DG34 N4 T6 N4 B18 DY12 K/18,K#101010 BLACK; DY#C89800 DARK YELLOW; B#2C2C80 ROYAL BLUE; N#B0B0B0 GREY; T#B07430 BROWN; DG#005020 DARK GREEN; LB#98C8E8 LIGHT BLUE;,yes,252,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10871,,,"Coats, D & W B",20/06/2013,Name,Yes. This tartan is intended for those directly descended from James and Hellen Coats and other family members who migrated to New Zealand from Scotland between 1850 and 1900.,
Coburg,coburg,G/36 A4 G8 K28 DP24 K/6,A#5C8CA8 AZURE; K#101010 BLACK; G#006818 GREEN; DP#440044 DARK PURPLE;,yes,170,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4838,,3860,Wilsons of Bannockburn,01/01/1820,Fashion,,
Cochrane,cochrane,G/68 R8 G6 R4 G8 R4 G6 R8 G34 K34 R4 DB34 R8 DB8 YT/6,G#006818 GREEN; K#101010 BLACK; DB#202060 DARK BLUE; R#C80000 RED; YT#D8B000 TAN YELLOW;,yes,406,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist; House of Tartan,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=695,994,994,,01/01/1984,Clan; Family,,
Cochrane Hunting,cochrane-hunting,G/46 R6 G6 R2 G8 R2 G6 R2 G6 T36 R2 B47 R6 B24 Y/6,Y#DC943C YELLOW; B#789484 BLUE; R#C8002C RED; T#4C3428 BROWN; G#408060 GREEN;,yes,358,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11165,,,15th Earl of Dundonald,01/02/2008,Clan; Family,,
Coffield-Limesand (Personal),coffield-limesand-personal,P/32 K4 BG8 K4 T8 K24 BG32 K4 W/8,P#3D1130 BILBERRY; BG#23321B BOTTLE GREEN; T#351E14 UMBER BROWN; W#DDD5AF MUTED WHITE; K#1C1714 BLACK;,yes,208,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10596,,,"Coffield, Iain",06/04/2012,Name,,
Coigach Tweed,coigach-tweed,K6 DW6 SR6,K#000000 BLACK; DW#C8C8C8 WHITE; SR#A43C14 SIENNA;,no,18,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=707,,4553,,01/01/1847,District,,
Coldstream,coldstream,R/2 B48 DB4 B6 DB8 S6 LB8 S6 EG36 B2 W/6,B#2C2C80 BLUE; DB#202060 DARK BLUE; EG#009468 EMERALD GREEN; LB#2888C4 LIGHT BLUE; R#C80000 RED; S#C8002C SCARLET; W#E0E0E0 WHITE;,yes,256,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=708,2650,2650,"Hek, Ronnie",01/01/1999,District,,
"Coleman, Sarah-Louise (Personal)",coleman-sarah-louise-personal,G/20 N10 P30 N/10,G#007800 GREEN; N#888888 GREY; P#780078 PURPLE;,yes,110,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11027,,,"Coleman, Sarah-Louise",18/03/2014,Name,,
Colgan (Personal),colgan-personal,R/14 B4 G10 K48 B4 G20 B56 G20 W/6,B#00008C BLUE; G#007800 GREEN; R#8C0000 RED; K#000000 BLACK; W#C8C8C8 WHITE;,yes,344,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=709,2403,2403,,01/06/1997,Clan; Family,,
College of New Caledonia,college-of-new-caledonia,B/104 Y46 RG12 BG10 W2 R/2,B#373875 SEVENTEEN BLUE; BG#23321B BOTTLE GREEN; RG#649848 ROSS GREEN; Y#E0A126 GOLDEN YELLOW; R#CA2625 BRIGHT SCARLET; W#F9F5EF WHITE;,yes,246,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10310,,,"Clare, Sheldon",28/10/2010,Corporate,,
Colliers International,colliers-international,DN14 DB14 DN14 DB80 LB6 DB80 DN14 DB14 DN14 DB14 DN14 DB80 R6 DB80 DN14 DB14 DN14 DB14 DN14 DB80 Y6 DB80 DN14 DB14,DN#5C5C5C DARK GREY; LB#2888C4 LIGHT BLUE; R#C80000 RED; DB#1C1C50 DARK BLUE; Y#E8C000 YELLOW;,no,708,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5561,,7524,,,Corporate,,
Collister (Personal),collister-personal,K/52 DN4 K4 DN4 K4 DN20 WW20 DN12 NB20 LO/10,LO#EC8048 LGT ORANGE; NB#003C64 NAVY BLUE; WW#F8F8F8 WILSON WHITE; DN#5C5C5C DARK GREY; K#101010 BLACK;,yes,238,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=712,,6757,"Collister, Gary",01/01/2005,Name,,
Colonial Marine (Aliens Legacy),colonial-marine-aliens-legacy,G/112 T26 Y26 N/10,G#008B45 ROSS GREEN; T#5C4033 UMBER BROWN; Y#FFC125 GOLD; N#E6E6FA MORNING GREY;,yes,226,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10487,,,"Krook III, Russ",25/07/2011,Corporate,"Yes. Only to be worn by USCM/UKCM members in good standing. All others, please contact the designer for authorisation.",
Colorado,colorado,G/64 LN6 P6 LN6 G4 K40 SB34 DR6 MY/8,DR#8C0000 RED; MY#C88C00 YELLOW; K#000000 BLACK; LN#C8C8C8 WHITE; SB#788CB4 AZURE; P#64008C PURPLE; G#006818 GREEN; WW#FCFCFC WILSON WHITE;,yes,276,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=713,2787,4554,"Pahls, Rev. John B.",01/01/1997,District,,
"Colquhoun Dress Clan Tartan Tartan Number: 1960. Earliest known date: 1960 A more recent design and one of the very few asymmetrical setts. The actual thread count has been reduced by half for display. See products available Copyright © Blair Urquhart, Comrie, 2015",colquhoun-dress-clan-tartan-tartan-number-1960-earliest-known-date-1960-a-more-recent-design-and-one-of-the-very-few-asymmetrical-setts-the-actual-thread-count-has-been-reduced-by-half-for-display-see-products-available-copyright-blair-urquhart-comrie-2015,B10 K2 B2 K2 B10 K15 W2 G14 R2 G13 W2 K15 W3 B3 W19 B2 R2 B2 W18 B3 W3 K15,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE;,no,159,2,House of Tartan; Weddslist,2/2,House of Tartan,Scottish Tartans Authority; Scottish Register of Tartans,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=1960,,,,,,,
Colvin,colvin,BB/12 R18 DG128 BB32 W8 BB8 W8 BB/72,DG#004C00 DARK GRN; R#8C0000 RED; BB#00008C BALMORAL; W#C8C8C8 WHITE;,yes,488,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=719,,4196,"Smith Jnr, Dr Philip D",01/01/1998,Name,,
Commonwealth,commonwealth,R/8 BN12 R8 BN40 LT24 K8 LN12 R24 LT8 BN/24,K#101010 BLACK; BN#14283C BLUE GREY; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; O#D87C00 ORANGE; LT#A08858 LIGHT BROWN; R#C80000 RED;,yes,304,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=721,610,610,Lochcarron of Scotland,01/01/1986,Fashion,,
Commonwealth Games 1986,commonwealth-games-1986,R/8 B12 R8 B40 WW24 K8 WW12 R24 WW8 B/24,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; R#C80000 RED; WW#FCFCFC WILSON WHITE;,yes,304,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=723,655,655,"Dow, Mrs L P G",01/01/1985,Corporate,,
Commonwealth Games 1998,commonwealth-games-1998,AGG/20 RO4 AGG4 LC8 AGG32 BP32 LC4 AZ36 Y4 AZ16 LC/6,AZ#788CB4 AZURE; AGG#003014 MOD GREEN; LC#C82800 GOV CRIMSON; Y#C88C00 YELLOW; BP#780078 MOD PURPLE; RO#B42864 ROSE;,yes,306,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=722,,4562,Edinburgh Woollen Mill,01/01/2002,Corporate,,
Commonwealth Variation,commonwealth-variation,RB/6 DR6 RB28 K20 DW28 K8 DW28 K20 RB6 DR6 RB6 DR6 RB/40,RB#00008C BALMORAL; DR#8C0000 DARK RED; K#000000 BLACK; DW#B0B0B0 SOFT WHITE;,yes,370,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=725,,4560,Aljean of Vancouver,01/01/2002,Fashion,,
Comrie Gold,comrie-gold,R/8 W64 MY24 Y10 RB4 W4 RB4 Y/84,W#F0E0C8 WHITE; R#C80000 RED; RB#1C0070 ROYAL BLUE; Y#E8C000 YELLOW; MY#ECB034 M YELLOW;,yes,312,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5630,,7606,,,Fashion,,
Comrie Navy Blue,comrie-navy-blue,RB/8 W64 K24 NB10 LB4 W4 LB4 NB/84,W#F0E0C8 WHITE; RB#1C0070 ROYAL BLUE; K#101010 BLACK; NB#003C64 NAVY BLUE; LB#2888C4 LIGHT BLUE;,yes,312,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5617,,7593,,,Fashion,,
"Comyn or MacAulay Tartan Tartan Number: 1157. Earliest known date: 1850 This sett closely resembles the 'Vestiarium' version, but is in fact the one given by Logan as MacAuley and illustrated by MacIan in 'The Clans of the Scottish Highlands', 1847. The Smith brothers said that the sett had the approval of the head of the family og Cumming. See products available Copyright © Blair Urquhart, Comrie, 2015",comyn-or-macaulay-tartan-tartan-number-1157-earliest-known-date-1850-this-sett-closely-resembles-the-vestiarium-version-but-is-in-fact-the-one-given-by-logan-as-macauley-and-illustrated-by-macian-in-the-clans-of-the-scottish-highlands-1847-the-smith-brothers-said-that-the-sett-had-the-approval-of-the-head-of-the-family-og-cumming-see-products-available-copyright-blair-urquhart-comrie-2015,K/4 R36 G12 R6 G18 W2 G18 R/6,K#101010 BLACK; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE;,yes,194,2,House of Tartan; Weddslist,2/2,House of Tartan,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=1157,,,,,,,
Comyn/Cumming,comyn-cumming,A/16 K8 A16 K40 Y4 G40 R16 W4 R/16,A#3C82AF BLUE; K#101010 BLACK; Y#E8C000 YELLOW; G#005020 MOD GREEN; R#DC0000 RED; W#E0E0E0 WHITE;,yes,288,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=727,288,,,,Clan; Family,,
Confederate,confederate,R/24 BL36 K2 R8 K2 G12 K/4,DR#8C0000 DARK RED; RB#00008C BALMORAL; K#000000 BLACK; G#004C00 DARK GRN; BL#1474B4 BALMORAL BLUE; R#C80000 RED;,yes,148,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=728,,4565,,01/01/1861,Military,,
Confederate Artillery,confederate-artillery,AGG/4 LT28 AGG16 LT6 AGG24 R/4,B#00008C BLUE; AGG#003014 MOD GREEN; R#8C0000 RED; Y#C88C00 YELLOW; K#000000 BLACK; W#C8C8C8 WHITE; A#788CB4 AZURE; P#64008C PURPLE; LT#A0783C LIGHT TAN;,yes,156,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=729,,4566,,01/01/1998,Military,,
Confederate Cavalry,confederate-cavalry,DG/4 TK28 DG16 TK6 DG24 MY/4,DG#003820 DARK GREEN; TK#8C7038 KHAKI; MY#D09800 M YELLOW;,yes,156,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=730,,4567,"Murray, Tony",01/01/2002,Military,,
Confederate Infantry,confederate-infantry,AGG/4 LT28 AGG16 LT6 AGG24 B/4,B#00008C BLUE; AGG#003014 MOD GREEN; R#8C0000 RED; Y#C88C00 YELLOW; K#000000 BLACK; W#C8C8C8 WHITE; A#788CB4 AZURE; P#64008C PURPLE; LT#A0783C LIGHT TAN;,yes,156,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=731,,4568,,01/01/1998,Military,,
Confederate Rose,confederate-rose,P/48 WW8 CR20 WW8 Y8 WW56 N12 WW8 N12 WW56 CR36 WW2 B8 WW/6,B#2C2C80 BLUE; N#888888 GREY; Y#E8C000 YELLOW; CR#C04094 CERISE; CLR#E87878 CORAL; WW#FCFCFC WILSON WHITE; P#780078 PURPLE;,yes,522,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=734,,6251,"Yellowley, Heather",01/01/2004,Commemorative,,
Confessore (Personal),confessore-personal,K/24 OG4 K4 OG16 YY4 R4 YY16 R4 YY8 OG16 K4 OG4 K32 W4 K/8,W#E0E0E0 WHITE; R#C80000 BASIC RED; YY#FCCC00 YELLOWBASIC; OG#5C6428 OLIVE GREEN; K#101010 BLACK;,yes,272,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=735,2165,2165,"Lumsden, Keith",01/01/2002,Name,Yes.,
Confrerie de Vouvray,confrerie-de-vouvray,NB/16 R8 Y36 R8 DR38 Y8 DR38 NB12 DR8 LG2 DR8 LG2 DR8 LG2 DR8 LG2 DR/8,DR#880000 DARK RED; LG#289C18 LIGHT GREEN; NB#003C64 NAVY BLUE; R#C80000 RED; Y#E8C000 YELLOW;,yes,400,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=736,,5802,"Sinclair, Eric",01/01/2003,Corporate,,
Conlon,conlon,DBG/4 DG22 DBG6 DG4 DR8 DG4 DBG34 B4 DBG/8,DBG#005448 DARK BLUE GREEN; DG#003820 DARK GREEN; DB#1C1C50 DARK BLUE; DR#880000 DARK RED; B#2C2C80 BLUE;,yes,176,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=737,,6946,"Conlon, Michael Ivan",01/05/2006,Name,,
Connacht,connacht,DT/8 T2 DT2 T64 G4 T1 G4 T1 G4 MU/64,DT#2A2303 BROWN; T#503C14 BROWN; G#005020 MOD GREEN; MU#C87814 YELLOW;,yes,236,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=738,2064,,,,District,,
Connaught Ancestry,connaught-ancestry,B/8 DN42 B16 K8 B8 Y8 B18 DN18 B76 K2 W/6,B#0D4F8B BLUE; DN#332C2C CHARCOAL; K#101010 BLACK; W#FFFFFF WHITE; Y#CC7F32 GOLD;,yes,406,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10797,,,"USA Kilts, Inc.",26/02/2013,Fashion,"Yes. This tartan may only be reproduced (woven, printed or any other means of display) with the express written consent of USA Kilts, Inc.Only to be woven by Marton Mills.",
"Connecticut, State of",connecticut-state-of,BL80 N8 WW4 N20 G32 Y4 G8 R4 G32 N32,DB#000048 BLUE; DN#646464 MEDIUM GREY; CW#FCFCFC BRIGHT WHITE; DG#004028 GREEN; YT#DCBC00 YELLOW; XR#C80000 SCARLET; BL#1474B4 BALMORAL BLUE; R#C80000 RED; G#006818 GREEN; N#888888 GREY; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW;,no,224,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=744,2671,2671,Maynard/Swope/Alexis,01/01/1994,District,,
"Connel Clan Tartan Tartan Number: 1854. Earliest known date: c. 1890 Whether the Wallace, which is known to date from at least 1842, and the Connel tartan are related is uncertain, although the close similarity leads one to suspect that the later 'Connel' is based on the Wallace. The Connels and MacConnels are both claimed as septs of Clan Donald. (P.E. MacDonald) See products available Copyright © Blair Urquhart, Comrie, 2015",connel-clan-tartan-tartan-number-1854-earliest-known-date-c-1890-whether-the-wallace-which-is-known-to-date-from-at-least-1842-and-the-connel-tartan-are-related-is-uncertain-although-the-close-similarity-leads-one-to-suspect-that-the-later-connel-is-based-on-the-wallace-the-connels-and-macconnels-are-both-claimed-as-septs-of-clan-donald-p-e-macdonald-see-products-available-copyright-blair-urquhart-comrie-2015,W/2 R16 K16 Y/2,K#101010 BLACK; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,yes,68,2,House of Tartan; Weddslist,2/2,House of Tartan,Scottish Tartans Authority; Scottish Register of Tartans,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=1854,,,,,,,
